id,name,class,rarity,cost,type,keywords,icon,effects,textTemplate,upgrade,damageSchool,exposureBuildupPerHit,staminaCost,manaCost,flavor
"""assassinate""","""Assassinate""","""rogue""","""rare""",2,"""attack""","[""exhaust""]","""🗡""","[{""op"":""damage"",""target"":""enemy"",""amount"":14},{""op"":""damage"",""target"":""enemy"",""amount"":14,""if"":{""p"":""hasStatus"",""of"":""self"",""status"":""prepared""}},{""op"":""removeStatus"",""target"":""self"",""status"":""prepared""}]","""Deal {damage} damage. Prepared: deal {damage.2} more. Consume Prepared. Exhaust.""","{""effects"":[{""op"":""damage"",""target"":""enemy"",""amount"":18},{""op"":""damage"",""target"":""enemy"",""amount"":18,""if"":{""p"":""hasStatus"",""of"":""self"",""status"":""prepared""}},{""op"":""removeStatus"",""target"":""self"",""status"":""prepared""}]}","""physical""",0,,1,
"""thousandCutsRogue""","""Thousand Cuts""","""rogue""","""rare""",2,"""attack""",[],"""✣""","[{""op"":""damage"",""target"":""enemy"",""amount"":2,""hits"":6},{""op"":""damage"",""target"":""enemy"",""amount"":1,""hits"":6,""if"":{""p"":""hasStatus"",""of"":""self"",""status"":""prepared""}},{""op"":""removeStatus"",""target"":""self"",""status"":""prepared""}]","""Deal {damage} damage {hits} times. Prepared: deal {damage.2} damage {hits.2} times. Consume Prepared.""","{""effects"":[{""op"":""damage"",""target"":""enemy"",""amount"":3,""hits"":6},{""op"":""damage"",""target"":""enemy"",""amount"":1,""hits"":6,""if"":{""p"":""hasStatus"",""of"":""self"",""status"":""prepared""}},{""op"":""removeStatus"",""target"":""self"",""status"":""prepared""}]}","""physical""",0,,,
"""deadlyTempoCard""","""Deadly Tempo""","""rogue""","""rare""",2,"""power""",[],"""⏱""","[{""op"":""applyStatus"",""target"":""self"",""status"":""deadlyTempo"",""stacks"":{""f"":""add"",""args"":[1]}}]","""At the start of your turn, become Prepared and draw a card.""","{""cost"":1}",,,,,
"""opportunistCard""","""Opportunist""","""rogue""","""rare""",1,"""power""",[],"""◎""","[{""op"":""applyStatus"",""target"":""self"",""status"":""opportunist"",""stacks"":{""f"":""add"",""args"":[1]}}]","""Whenever an enemy Staggers, become Prepared and draw a card.""","{""cost"":0}",,,,,
"""envenomCard""","""Envenom""","""rogue""","""rare""",2,"""power""",[],"""☣""","[{""op"":""applyStatus"",""target"":""self"",""status"":""envenom"",""stacks"":{""f"":""add"",""args"":[1]}}]","""Your attacks apply 1 Venom per stack.""","{""cost"":1}",,,,,
"""toxicVolley""","""Toxic Volley""","""rogue""","""rare""",2,"""skill""",[],"""🏹""","[{""op"":""applyStatus"",""target"":""allEnemies"",""status"":""venom"",""stacks"":5},{""op"":""applyStatus"",""target"":""allEnemies"",""status"":""weak"",""stacks"":1}]","""Apply {venom} Venom and {weak} Weak to ALL enemies.""","{""effects"":[{""op"":""applyStatus"",""target"":""allEnemies"",""status"":""venom"",""stacks"":7},{""op"":""applyStatus"",""target"":""allEnemies"",""status"":""weak"",""stacks"":1}]}",,,,,
"""smokeBomb""","""Smoke Bomb""","""rogue""","""rare""",1,"""skill""","[""exhaust""]","""💨""","[{""op"":""block"",""target"":""self"",""amount"":8},{""op"":""applyStatus"",""target"":""allEnemies"",""status"":""weak"",""stacks"":3}]","""Gain {block} Block. Apply {weak} Weak to ALL enemies. Exhaust.""","{""effects"":[{""op"":""block"",""target"":""self"",""amount"":10},{""op"":""applyStatus"",""target"":""allEnemies"",""status"":""weak"",""stacks"":4}]}",,,,,
"""executionWindow""","""Execution Window""","""rogue""","""rare""",1,"""skill""","[""exhaust""]","""⌛""","[{""op"":""applyStatus"",""target"":""enemy"",""status"":""vulnerable"",""stacks"":3},{""op"":""applyStatus"",""target"":""self"",""status"":""prepared"",""stacks"":{""f"":""add"",""args"":[1]}},{""op"":""draw"",""amount"":1}]","""Apply {vulnerable} Vulnerable. Become Prepared. Draw {draw} card. Exhaust.""","{""effects"":[{""op"":""applyStatus"",""target"":""enemy"",""status"":""vulnerable"",""stacks"":4},{""op"":""applyStatus"",""target"":""self"",""status"":""prepared"",""stacks"":{""f"":""add"",""args"":[1]}},{""op"":""draw"",""amount"":1}]}",,,,,
"""perfectHeist""","""Perfect Heist""","""rogue""","""rare""",0,"""skill""","[""exhaust""]","""💎""","[{""op"":""draw"",""amount"":3},{""op"":""gainEnergy"",""amount"":1}]","""Draw {draw} cards. Gain {gainEnergy} Energy. Exhaust.""","{""effects"":[{""op"":""draw"",""amount"":4},{""op"":""gainEnergy"",""amount"":1}]}",,,,,
"""deathblow""","""Deathblow""","""rogue""","""rare""",3,"""attack""",[],"""☠""","[{""op"":""damage"",""target"":""enemy"",""amount"":24},{""op"":""damage"",""target"":""enemy"",""amount"":10,""if"":{""p"":""hasStatus"",""of"":""target"",""status"":""bleed""}},{""op"":""damage"",""target"":""enemy"",""amount"":10,""if"":{""p"":""hasStatus"",""of"":""target"",""status"":""venom""}}]","""Deal {damage} damage. If the target has Bleed, deal {damage.2} more. If it has Venom, deal {damage.3} more.""","{""effects"":[{""op"":""damage"",""target"":""enemy"",""amount"":30},{""op"":""damage"",""target"":""enemy"",""amount"":12,""if"":{""p"":""hasStatus"",""of"":""target"",""status"":""bleed""}},{""op"":""damage"",""target"":""enemy"",""amount"":12,""if"":{""p"":""hasStatus"",""of"":""target"",""status"":""venom""}}]}","""physical""",0,,,
"""honedEdge""","""Honed Edge""","""colorless""","""common""",1,"""skill""","[""exhaust""]","""🔩""","[{""op"":""applyStatus"",""target"":""self"",""status"":""strength"",""stacks"":2}]","""Gain {strength} Strength. Exhaust.""","{""effects"":[{""op"":""applyStatus"",""target"":""self"",""status"":""strength"",""stacks"":3}]}",,,,,
"""ironSkin""","""Iron Skin""","""colorless""","""common""",1,"""skill""",[],"""🛡""","[{""op"":""block"",""target"":""self"",""amount"":8}]","""Gain {block} Block.""","{""effects"":[{""op"":""block"",""target"":""self"",""amount"":11}]}",,,,,
"""fieldDressing""","""Field Dressing""","""colorless""","""uncommon""",1,"""skill""","[""exhaust""]","""🩹""","[{""op"":""heal"",""target"":""self"",""amount"":8}]","""Heal {heal} HP. Exhaust.""","{""effects"":[{""op"":""heal"",""target"":""self"",""amount"":12}]}",,,,,
"""hex""","""Hex""","""colorless""","""uncommon""",0,"""skill""","[""exhaust""]","""🕯""","[{""op"":""applyStatus"",""target"":""enemy"",""status"":""weak"",""stacks"":2},{""op"":""applyStatus"",""target"":""enemy"",""status"":""vulnerable"",""stacks"":2}]","""Apply {weak} Weak and {vulnerable} Vulnerable. Exhaust.""","{""effects"":[{""op"":""applyStatus"",""target"":""enemy"",""status"":""weak"",""stacks"":3},{""op"":""applyStatus"",""target"":""enemy"",""status"":""vulnerable"",""stacks"":3}]}",,,,,
"""transmute""","""Transmute""","""colorless""","""rare""",1,"""skill""","[""exhaust""]","""⚗""","[{""op"":""gainEnergy"",""amount"":2},{""op"":""draw"",""amount"":1}]","""Gain {gainEnergy} Energy. Draw {draw} card. Exhaust.""","{""effects"":[{""op"":""gainEnergy"",""amount"":2},{""op"":""draw"",""amount"":2}]}",,,,,
"""twinFang""","""Twin Fang""","""colorless""","""common""",1,"""attack""",[],"""🗡""","[{""op"":""damage"",""target"":""enemy"",""amount"":4,""hits"":2}]","""Deal {damage} damage {hits} times.""","{""effects"":[{""op"":""damage"",""target"":""enemy"",""amount"":6,""hits"":2}]}","""physical""",0,,,
"""blindingSand""","""Blinding Sand""","""colorless""","""common""",0,"""skill""","[""exhaust""]","""🌪""","[{""op"":""applyStatus"",""target"":""allEnemies"",""status"":""weak"",""stacks"":2}]","""Apply {weak} Weak to ALL enemies. Exhaust.""","{""effects"":[{""op"":""applyStatus"",""target"":""allEnemies"",""status"":""weak"",""stacks"":3}]}",,,,,
"""hamstring""","""Hamstring""","""colorless""","""uncommon""",0,"""skill""","[""exhaust""]","""🦵""","[{""op"":""applyStatus"",""target"":""allEnemies"",""status"":""vulnerable"",""stacks"":2}]","""Apply {vulnerable} Vulnerable to ALL enemies. Exhaust.""","{""effects"":[{""op"":""applyStatus"",""target"":""allEnemies"",""status"":""vulnerable"",""stacks"":3}]}",,,,,
"""masterOfStrategy""","""Master of Strategy""","""colorless""","""rare""",0,"""skill""","[""exhaust""]","""📜""","[{""op"":""draw"",""amount"":3}]","""Draw {draw} cards. Exhaust.""","{""effects"":[{""op"":""draw"",""amount"":4}]}",,,,,
"""bashingBlow""","""Bashing Blow""","""colorless""","""common""",1,"""attack""",[],"""🔨""","[{""op"":""damage"",""target"":""enemy"",""amount"":7},{""op"":""poiseDamage"",""target"":""enemy"",""amount"":4}]","""Deal {damage} damage and {poiseDamage} Poise damage.""","{""effects"":[{""op"":""damage"",""target"":""enemy"",""amount"":9},{""op"":""poiseDamage"",""target"":""enemy"",""amount"":6}]}","""physical""",0,,,
"""quickGuard""","""Quick Guard""","""colorless""","""common""",1,"""skill""","[""exhaust""]","""🛡""","[{""op"":""block"",""target"":""self"",""amount"":5},{""op"":""draw"",""amount"":1}]","""Gain {block} Block. Draw {draw} card. Exhaust.""","{""keywords"":[""exhaust""],""effects"":[{""op"":""block"",""target"":""self"",""amount"":7},{""op"":""draw"",""amount"":1}]}",,,,,
"""sweepingBlow""","""Sweeping Blow""","""colorless""","""uncommon""",1,"""attack""",[],"""🌀""","[{""op"":""damage"",""target"":""allEnemies"",""amount"":6}]","""Deal {damage} damage to ALL enemies.""","{""effects"":[{""op"":""damage"",""target"":""allEnemies"",""amount"":8}]}","""physical""",0,,,
"""enfeeble""","""Enfeeble""","""colorless""","""uncommon""",1,"""skill""","[""exhaust""]","""💀""","[{""op"":""applyStatus"",""target"":""allEnemies"",""status"":""vulnerable"",""stacks"":3}]","""Apply {vulnerable} Vulnerable to ALL enemies. Exhaust.""","{""effects"":[{""op"":""applyStatus"",""target"":""allEnemies"",""status"":""vulnerable"",""stacks"":4}]}",,,,,
"""colossusSmash""","""Colossus Smash""","""colorless""","""rare""",2,"""attack""",[],"""💥""","[{""op"":""damage"",""target"":""enemy"",""amount"":18},{""op"":""applyStatus"",""target"":""enemy"",""status"":""vulnerable"",""stacks"":2}]","""Deal {damage} damage. Apply {vulnerable} Vulnerable.""","{""effects"":[{""op"":""damage"",""target"":""enemy"",""amount"":24},{""op"":""applyStatus"",""target"":""enemy"",""status"":""vulnerable"",""stacks"":2}]}","""physical""",0,,,
"""wound""","""Wound""","""colorless""","""special""",0,"""status""","[""unplayable""]","""💢""",[],"""Unplayable.""",,,,,,"""The flesh remembers."""
"""dazed""","""Dazed""","""colorless""","""special""",0,"""status""","[""unplayable"",""ethereal""]","""💫""",[],"""Unplayable. Ethereal.""",,,,,,"""The grave-light lingers behind the eyes."""
"""slimed""","""Slimed""","""colorless""","""special""",1,"""status""","[""exhaust""]","""🫠""",[],"""Exhaust.""",,,,,,"""It clings."""
"""guilt""","""Guilt""","""colorless""","""special""",0,"""curse""","[""unplayable""]","""⛓""",[],"""Unplayable.""",,,,,,"""Some prayers are better left unanswered."""
"""rallyingBanner""","""Rallying Banner""","""colorless""","""special""",1,"""skill""",[],"""🚩""","[{""op"":""block"",""target"":""ally"",""amount"":10}]","""An ally gains {block} Block.""","{""effects"":[{""op"":""block"",""target"":""ally"",""amount"":14}]}",,,,,"""Raised where the ember-given rally."""
"""sharedFlame""","""Shared Flame""","""colorless""","""special""",1,"""skill""","[""exhaust""]","""✚""","[{""op"":""heal"",""target"":""ally"",""amount"":7}]","""An ally heals {heal} HP. Exhaust.""","{""effects"":[{""op"":""heal"",""target"":""ally"",""amount"":11}]}",,,,,"""Warmth passed hand to hand outlives the fire."""
"""ashOath""","""Oath of Ash""","""colorless""","""special""",2,"""skill""","[""exhaust""]","""🤝""","[{""op"":""applyStatus"",""target"":""ally"",""status"":""strength"",""stacks"":2},{""op"":""applyStatus"",""target"":""self"",""status"":""strength"",""stacks"":1}]","""An ally gains {strength} Strength; you gain {strength.2}. Exhaust.""","{""effects"":[{""op"":""applyStatus"",""target"":""ally"",""status"":""strength"",""stacks"":3},{""op"":""applyStatus"",""target"":""self"",""status"":""strength"",""stacks"":1}]}",,,,,"""Sworn once, kept twice."""
